Job_ID,Date,Product_Name,Supplier,Machine_ID,Machine_Availability,Processing_Time,Scheduled_Duration,Material_Used,Energy_Consumption,Demand,Stock_Level,Lead_Time,Ordering_Cost,Holding_Cost,Order_Quantity,Delay_Flag,Actual_Duration,Delay,Production_Status,Stockout_Risk,Inventory_Turnover,Prev_Demand,Demand_7day_avg
1,2023-11-13,Cooling Fan,Bosch India,2,0.6,105.28454056914589,109.35772232353463,146.90864465612287,38.6514578700495,40,20,6,569,1.86,20,1,123.60842118944875,14.250698865914117,Moderate Delay,1,2.0,40.0,39.42857142857143
2,2023-11-14,Industrial Motor,Siemens India,4,0.78406619420666,74.56538280532942,69.98568297123504,133.48384487518132,32.52576704596741,35,22,5,775,2.68,13,0,71.53960161389593,1.5539186426608893,Minor Delay,1,1.59,40.0,39.42857142857143
3,2023-11-15,Bearing Unit,Larsen & Toubro,3,0.9181329127706177,103.71125780957671,94.10420951509728,165.98060648387636,37.585023592948446,46,79,5,758,1.75,0,0,91.64960292394457,0.0,On Schedule,0,0.58,35.0,39.42857142857143
4,2023-11-16,Cooling Fan,ABB Group,2,0.7839352170351719,87.63318412960868,85.5070230873217,107.46528453453499,26.041836405333054,36,40,7,369,1.03,0,0,85.59562733177435,0.0886042444526538,Minor Delay,0,0.9,46.0,39.42857142857143
5,2023-11-17,Control Valve,Tata Steel Ltd,3,0.8010691030115246,110.92763532019187,115.41372642763044,154.85199977327096,26.71971296304627,36,12,3,617,4.88,24,0,112.79698113080177,0.0,On Schedule,1,3.0,36.0,39.42857142857143
6,2023-11-18,Bearing Unit,Mahindra Industrial,2,0.9300618737480083,72.87540418800879,64.17780846007038,114.70505980345723,33.97953611788844,37,69,10,675,2.73,0,1,75.44731425875241,11.269505798682033,Moderate Delay,0,0.54,36.0,39.42857142857143
7,2023-11-19,Bearing Unit,Bosch India,1,0.7627328099636705,88.34435358571831,81.31931866492786,108.99926051038508,30.145630491528383,46,56,5,388,4.88,0,0,80.45782579587458,0.0,On Schedule,0,0.82,37.0,39.42857142857143
8,2023-11-20,Cooling Fan,Bosch India,3,0.7487808932732991,90.40149444950619,93.97561687203677,109.77729329278847,41.89517672180021,40,59,5,488,1.56,0,0,94.58207766607512,0.6064607940383553,Minor Delay,0,0.68,46.0,39.42857142857143
9,2023-11-21,Gear Assembly,Tata Steel Ltd,4,0.7146852246995661,73.39063534403786,66.71829742978966,107.88530132834319,27.576944913714556,36,19,4,556,3.35,17,1,85.01984622975822,18.301548799968558,Critical Delay,1,1.89,40.0,39.57142857142857
10,2023-11-22,Control Valve,Siemens India,4,0.8132015778482345,51.54496349499852,46.35187990433846,72.14305809444012,20.734355110860506,41,80,7,516,1.8,0,0,46.68857315326174,0.33669324892328234,Minor Delay,0,0.51,36.0,38.857142857142854
11,2023-11-23,Cooling Fan,Tata Steel Ltd,5,0.949670494404916,47.48475255298685,46.389366051320565,69.46920363164828,20.953993081689447,44,68,4,749,4.16,0,0,45.81729855874856,0.0,On Schedule,0,0.65,41.0,40.0
12,2023-11-24,Control Valve,Larsen & Toubro,2,0.7013534827631972,41.33372404797065,42.429623672181975,56.11532452546168,16.440350825151658,39,45,8,681,4.13,0,1,64.22221142356182,21.79258775137984,Critical Delay,0,0.87,44.0,40.42857142857143
13,2023-11-25,Control Valve,Tata Steel Ltd,3,0.7429406753264407,109.88274113961717,105.60925508364448,142.71907189660251,35.098355333232014,39,56,4,331,1.45,0,0,105.18354304747717,0.0,On Schedule,0,0.7,39.0,40.714285714285715
14,2023-11-26,Bearing Unit,Bosch India,5,0.733701773076613,58.917992979095565,61.809447903345806,95.06335765580941,20.86227302826032,56,84,4,440,4.65,0,0,60.17006522345041,0.0,On Schedule,0,0.67,39.0,42.142857142857146
15,2023-11-27,Industrial Motor,ABB Group,3,0.7979043629698009,56.920539942541446,56.6620745241738,85.87844739712942,25.09704344740606,42,63,5,460,1.78,0,0,56.39737005471842,0.0,On Schedule,0,0.67,56.0,42.42857142857143
16,2023-11-28,Control Valve,Tata Steel Ltd,2,0.6,98.88283203408524,88.26209741329231,130.53448759203388,30.860846255537837,45,33,3,331,3.45,12,1,100.4696598444237,12.207562431131393,Moderate Delay,1,1.36,42.0,43.714285714285715
17,2023-11-29,Conveyor Belt,Siemens India,4,0.7266190651981483,65.60128904699134,68.80141586110607,91.30083385345617,20.758638170641127,45,67,4,611,4.94,0,0,71.52094499543107,2.7195291343250005,Minor Delay,0,0.67,45.0,44.285714285714285
18,2023-11-30,Bearing Unit,ABB Group,1,0.903077285740228,80.48357539294693,76.40644006069529,125.1587802842744,18.40715987962358,45,74,8,451,4.53,0,0,78.50915756739803,2.1027175067027457,Minor Delay,0,0.61,45.0,44.42857142857143
19,2023-12-01,Gear Assembly,Mahindra Industrial,4,0.7032756688935906,53.0008852237965,49.23031907753428,65.89799390710333,25.14231244835688,50,53,9,646,4.83,0,1,62.768360823991024,13.538041746456742,Moderate Delay,0,0.94,45.0,46.0
20,2023-12-02,Industrial Motor,SKF Bearings,5,0.9202147719060899,116.77965771695754,113.84141860888165,150.46729643121296,26.54528845313406,52,73,8,559,2.37,0,0,111.71281582333971,0.0,On Schedule,0,0.71,50.0,47.857142857142854
21,2023-12-03,Conveyor Belt,Tata Steel Ltd,1,0.782085836878224,108.12651200137898,100.74496270266552,134.50368941659434,42.65188162171439,47,84,3,515,1.42,0,0,97.92364742659105,0.0,On Schedule,0,0.56,52.0,46.57142857142857
22,2023-12-04,Conveyor Belt,Siemens India,5,0.7038664462819795,109.10316983720026,97.61436343085148,184.09964135232633,35.34488218642458,42,35,6,578,1.75,7,1,122.25271912087976,24.638355690028277,Critical Delay,1,1.2,47.0,46.57142857142857
23,2023-12-05,Gear Assembly,ABB Group,2,0.718010769343475,72.54189988576042,63.85448640198003,119.79899702418489,23.335700337042127,55,38,7,584,3.0,17,1,84.53281659556409,20.678330193584053,Critical Delay,1,1.45,42.0,48.0
24,2023-12-06,Industrial Motor,Siemens India,1,0.9247230097432052,100.98889709657382,96.58872702893247,166.83242181133215,40.78593656794273,49,60,5,397,4.17,0,0,99.18987290523225,2.601145876299782,Minor Delay,0,0.82,55.0,48.57142857142857
25,2023-12-07,Bearing Unit,Mahindra Industrial,5,0.8342524449398848,51.510092431182414,52.65705641873898,83.95090170936813,11.338819797031912,58,84,10,704,1.6,0,1,75.60113903737481,22.944082618635825,Critical Delay,0,0.69,49.0,50.42857142857143
26,2023-12-08,Hydraulic Pump,Bosch India,2,0.8495888071609637,40.689520207342426,39.76560693527421,65.16960728256028,15.385185077254022,38,69,4,329,3.64,0,0,39.92610543455869,0.16049849928448623,Minor Delay,0,0.55,58.0,48.714285714285715
27,2023-12-09,Industrial Motor,Siemens India,4,0.8076371020340771,41.59783460624225,43.67212064648907,61.82250001014032,17.9540220843404,51,53,6,389,2.29,0,0,43.89914758538492,0.2270269388958468,Minor Delay,0,0.96,38.0,48.57142857142857
28,2023-12-10,Gear Assembly,ABB Group,2,0.9256512847311207,86.92813899236484,80.73571997727434,137.8129940723022,38.984125918317666,60,70,7,447,2.36,0,0,82.42002795151348,1.6843079742391325,Minor Delay,0,0.86,51.0,50.42857142857143
29,2023-12-11,Conveyor Belt,Siemens India,3,0.7875151457918259,76.43159241983525,70.90385795376426,93.47713173588969,19.1964912491693,49,87,4,443,3.65,0,0,69.79199179699222,0.0,On Schedule,0,0.56,60.0,51.42857142857143
30,2023-12-12,Bearing Unit,Siemens India,2,0.8345535851645469,81.44122791268158,73.88001323713269,128.09716890634644,38.21431839971594,49,41,5,366,2.87,8,0,73.7714586501487,0.0,On Schedule,1,1.2,49.0,50.57142857142857
31,2023-12-13,Industrial Motor,Siemens India,2,0.8262183741723826,40.597051233377556,36.85768972808997,67.66418611904274,16.11068919886883,52,61,4,732,4.25,0,0,39.6696672069704,2.8119774788804293,Minor Delay,0,0.85,49.0,51.0
32,2023-12-14,Hydraulic Pump,Larsen & Toubro,3,0.9524156651099954,73.81492957259405,68.53581286880278,110.73826576681229,34.29120091926861,48,90,6,656,1.62,0,0,69.56870499039722,1.0328921215944433,Minor Delay,0,0.53,52.0,49.57142857142857
33,2023-12-15,Hydraulic Pump,Larsen & Toubro,5,0.821173904492885,97.44545289606887,98.88597028712978,137.83737239826652,33.67561035737348,49,62,7,357,4.16,0,0,96.80844047910449,0.0,On Schedule,0,0.79,48.0,51.142857142857146
34,2023-12-16,Control Valve,Bosch India,5,0.8415758388505985,75.41549615739487,77.97801323834963,103.05196030027895,27.34641332778635,49,31,7,787,1.26,18,1,91.75325765138223,13.775244413032596,Moderate Delay,1,1.58,49.0,50.857142857142854
35,2023-12-17,Control Valve,Tata Steel Ltd,2,0.7197497877097964,98.57753650497779,103.08891960583752,156.31254934516969,46.894466091975275,48,37,4,727,1.78,11,0,100.88828009374363,0.0,On Schedule,1,1.3,49.0,49.142857142857146
36,2023-12-18,Cooling Fan,Siemens India,3,0.932875147552459,58.64151715174678,53.92024410846515,94.74596860542005,27.559921706845437,58,39,5,580,3.62,19,0,52.14583265846318,0.0,On Schedule,1,1.49,48.0,50.42857142857143
37,2023-12-19,Gear Assembly,Mahindra Industrial,3,0.9093153153744604,105.05136035853803,108.18405314357165,180.9594311465082,35.13424489377285,54,45,7,578,4.42,9,0,109.78432319009595,1.600270046524301,Minor Delay,1,1.2,58.0,51.142857142857146
